,Address,Body
770,AD-HDFCBN,"Dear Mohd, As an appreciation for being an HDFC Bank customer, you can take advantage of new Credit Card without documentation.
Check here: hdfcbk.io/a/qq3Mp9w7"
771,AY-AIRTEL,"एयरटेल ने CRYSTAL IT PARK में और आस पास के क्षेत्रों का नेटवर्क बेहतर कर दिया है, जिससे अब आप बेहतरीन नेटवर्क का अनुभव कर रहे होंगे | अपने नेटवर्क अनुभव के बारे में हमें https://bit.ly/FeedbackMP1 पर क्लिक करके बताएं । धन्यवाद - टीम एयरटेल|"
772,AD-ARTLTV,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 51 DAYS of access to live sports, blockbusters movies and web-series like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once.Stream now. https://open.airtelxstream.in/WCF549ii"
773,AD-TRAIND,ध्यान रखें कि TRAI मोबाइल टॉवर लगाने के लिए NOC जारी नहीं करता है। यदि कोई धोखे से आपको इस तरह के पत्र के साथ संपर्क करता है तो यह विषय संबंधित मोबाइल सेवा प्रदाता को सूचित किया जा सकता है।
774,AD-HDFCBN,"Dear Mohd, Being an esteemed HDFC Bank customer comes with its own perks.
You get a new Credit Card without documentation.
Check : hdfcbk.io/a/BGwJlPGJ"
775,AD-ARTLTV,"Hurry up! left with only 49 DAYS of access to live sports, blockbusters movies and web-series like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once.Stream now. https://open.airtelxstream.in/WCF549ii"
776,AY-ARWINF,"NAYAMOHALLA-Indore अब Airtel 5G Plus शहर है! 30 गुना तेज़ इंटरनेट स्पीड का अनुभव लेने के लिए तैयार हो जाइए। यह जानने के लिए कि क्या आप 5G के लिए तैयार हैं,क्लिक करें i.airtel.in/In5GAir"
777,AD-ARWGOV,The CEIR portal facilitates mobile phone users for reporting/ blocking/ unblocking and retrieval of lost or stolen mobile phones. Please visit ceir.gov.in
778,57575711,Your OpenAI API verification code is: 173105
779,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
780,AY-AIRTEL,"एयरटेल ने CRYSTAL IT PARK में और आस पास के क्षेत्रों का नेटवर्क बेहतर कर दिया है, जिससे अब आप बेहतरीन नेटवर्क का अनुभव कर रहे होंगे | अपने नेटवर्क अनुभव के बारे में हमें https://bit.ly/FeedbackMP1 पर क्लिक करके बताएं । धन्यवाद - टीम एयरटेल|"
781,JX-MYLEVE,"Dear 81091087XX,
Rs.5000 Welcome Bonus Cash only for Today
DEL vs UP T20 Match on My11Circle
First Prize - 10,000,000(1Crore) + Car
Click - bz1.in/WXd/1H9N6wK"
782,AY-AIRTEL,"एयरटेल ने CRYSTAL IT PARK में और आस पास के क्षेत्रों का नेटवर्क बेहतर कर दिया है, जिससे अब आप बेहतरीन नेटवर्क का अनुभव कर रहे होंगे | अपने नेटवर्क अनुभव के बारे में हमें https://bit.ly/FeedbackMP1 पर क्लिक करके बताएं । धन्यवाद - टीम एयरटेल|"
783,CP-HDFCBN,"Dear Mohd, As an appreciation for being an HDFC Bank customer, you can take advantage of new Credit Card without documentation.
Check here: hdfcbk.io/a/0n1MkoYg"
784,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
785,AD-ARWINF,"1GB FREE DATA for data lovers like you! To avail the offer, visit Airtel Thanks App, TnC Apply i.airtel.in/FreeData1GB"
786,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
787,AD-AIRDOT,"In case of cyber financial fraud, you can register the complaint at https://cybercrime.gov.in of MHA."
788,JD-HDFCBN,"Dear Mohd, As an appreciation for being an HDFC Bank customer, you can take advantage of new Credit Card without documentation.
Check here: hdfcbk.io/a/jPYeE2oa"
789,VK-HDFCBK,HDFC Bank: Rs. 1000.00 credited to a/c XXXXXX2346 on 13-04-23 by a/c linked to VPA jk.khan1973@ibl (UPI Ref No  310393617558).
790,AD-ARWINF,"1GB FREE DATA for data lovers like you! To avail the offer, visit Airtel Thanks App, TnC Apply i.airtel.in/FreeData1GB"
791,BY-BSNLMP,"Dear Customer, while receiving international calls, if local or STD or no number displayed on your phone, please inform on 1963 or Toll free number 1800110420."
792,CP-HDFCBN,"Dear Mohd, thank you for banking with HDFC Bank.
You are now eligible for an HDFC Bank Credit Card without documentation.
Check here: hdfcbk.io/a/5vWax2eM"
793,AD-ARWINF,"FREE 1GB DATA is waiting for you!
Claim your FREE DATA coupon on Airtel Thanks App. TnC
Hurry, click here i.airtel.in/FreeData1GB"
794,AX-HDFCBN,"Dear Mohd, As an appreciation for being an HDFC Bank customer, you can take advantage of new Credit Card without documentation.
Check here: hdfcbk.io/a/5vWKwe1q"
795,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
796,AY-AIRTEL,क्या आप जानते हैं की अब आप अपने मन पसंद वीडियो को देखने के साथ कॉल भी कर सकते हैं? बस अपनी Volte Setting को ON करें और लाभ उठाएँ ब्राउज़िंग के साथ कॉलिंग का |अघिक जानकारी के लिए http://u.airtel.in/volte
797,AX-HDFCBK,HDFC Bank: Rs 600.00 debited from a/c **2346 on 30-04-23 to VPA khushi912@ibl(UPI Ref No 312020820347). Not you? Call on 18002586161 to report
798,AY-ARWGOV,"केंद्रीय कर्मचारी अथवा बैंक/ रेलवे / डाक /सार्वजानिक क्षेत्र उपक्रम इत्यादि के कर्मचारी द्वारा रिश्वत मांगे जाने पर सीबीआई, एसीबी, भोपाल को दूरभाष/मोबाइल नंबर 0755-2430303/9425600070 पर कार्रवाई हेतु तुरंत संपर्क करें।"
799,AY-ARWGOV,"केंद्रीय कर्मचारी अथवा बैंक/ रेलवे / डाक /सार्वजानिक क्षेत्र उपक्रम इत्यादि के कर्मचारी द्वारा रिश्वत मांगे जाने पर सीबीआई, एसीबी, भोपाल को दूरभाष/मोबाइल नंबर 0755-2430303/9425600070 पर कार्रवाई हेतु तुरंत संपर्क करें।"
800,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
801,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
802,AZ-AIRTEL,Aapka Airtel Pack 12-May-23 tak manya hai. Aaj hi unlimited pack se recharge karein. Naye pack ki validity is pack ke baad hi shuri hogi i.airtel.in/FDPNew
803,AZ-AIRTEL,Aapke Airtel Pack ki validity 12-May-23 tak hai.Recharge na hone par sewayein band ho sakti hain.Recharge karein: i.airtel.in/FDPNew. Kar lia hai toh ignore karein
804,AZ-AIRTEL,Aapke Airtel Pack ki validity kal samapt hogi. Recharge na hone par outgoing sewa band ho jaegi. Recharge karein: i.airtel.in/FDPNew . Kar lia hai toh ignore karein
805,AZ-AIRTEL,Aapka Airtel Pack aaj samapt ho jaega. Sewa jaari rakhne ke liye Unlimited pack se recharge karein: i.airtel.in/FDPNew . Recharge kar liya toh ignore kare
806,AX-HDFCBN,"Mohd, Complete your Credit Card application by using your Debit Card! Simply Enter: Your HDFC Bank Debit Number, Expiry Date and PIN! Finish Now: hdfcbk.io/a/Lwelday7"
807,AD-Airtel," Hi, recharge of Rs. 719 successfully credited to your Airtel number 8109108797, also the validity has been extended till 04-08-2023."
808,Airtel,"Recharge of INR 719.00 is successful for your Airtel Mobile on 13-05-2023 17:59, Transaction ID 1867606476.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Cashback of upto Rs80/month for 3 months with Airtel Mini Rewards123! Click i.airtel.in/Rwards123"
809,Airtel,"Enjoy unlimited Local, STD & Roaming calls, 1.5GB/day data and 100 SMS. Pack valid for 84 days. UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App.Also get 1 Xstream channel on Airtel Xstream App for 84 days. To claim, click open.airtelxstream.in/Xstream_Mobile"
810,AD-ARTLTV,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 84 DAYS of access to live sports, blockbusters movies and web-series like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once & more on your Airtel Xstream app at no extra cost. To claim your benefit download the latest version of Airtel Xstream app https://open.airtelxstream.in/WCF719"
811,AZ-AIRTEL,Alert! Airtel No.8109108797 ki call/data service band hai. Sewa shuru karein Unlimited Pack se recharge karein i.airtel.in/FDPNew Recharge kia toh ignore karein
812,AD-WYNKED,Your FREE access to Wynk Premium is ACTIVE. Enjoy Ad free music with unlimited downloads & unlimited hello tunes: bit.ly/WynkPlat
813,AD-AIRDOT,"अगर आपके पास कोई अंतरराष्ट्रीय कॉल आई है, जिसमें दिखाया गया नंबर भारतीय है या कोई भी नंबर नहीं है, तो कृप्या इसकी जानकारी DoT टोल-फ्री नंबर 1800110420/1963 पर दें।"
814,AD-ARTLTV,"Congratulations! Your, Rs.719.0 recharge offers you FREE 83 DAYS of access to live sports, blockbusters hits like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once.Stream now. https://open.airtelxstream.in/WCF719ii"
815,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
816,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
817,AD-ARTLTV,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 81 DAYS of access to live sports, blockbusters movies and web-series like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once.Stream now. https://open.airtelxstream.in/WCF719mid"
818,AD-ARTLTV,"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 80 DAYS of access to live sports, blockbusters movies and web-series like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once.Stream now. https://open.airtelxstream.in/WCF719mid"
819,AD-ARTLTV,"Hurry up! left with only 77 DAYS of access to live sports, blockbusters movies and web-series like Rocket Boys 2, Potluck S2, Everything Everywhere All At Once.Stream now. https://open.airtelxstream.in/WCF719mid"
820,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
821,BY-653740,BSNL offers discounted STV-139 for GP2 customers with benefits of STV-187: U/L calls+U/L 1.5GB/day data+100SMS/day.Validity 28 days.Call 1503. T&C apply.
822,BZ-INBSNL,"Dear Customer ,Pl recharge with Rs 107 or higher value to activate ur number.If u are in CUG plan,recharge with respective CUG denomination Pl ignore if recharge is successful.For queries call 1503."
823,BZ-INBSNL,You have subscribed STV MRP118$VC_DT successfully and is valid until 12-06-2023.
824,BP-CTOPUP,Recharge successful. Ref No 3432354544.Details at:http://rcpt.in/a0igub/. Thanks for using BSNL.
825,BP-CTOPUP,BSNL को चुनने के लिए धन्यवाद। आपकी ट्रांजेक्शन आईडी 3432354544।अपनी डिजिटल रसीद और रिचार्ज विवरण प्राप्त करने के लिए यहां क्लिककरें: http://rcpt.in/a0igubA/
826,BZ-BTTUNE,Thank You! for Recharging @Rs 118. Aapko milti hai FREE BSNL tune! Dial kijiye 56700 (TOLLFREE) aur ROZ SET kijiye FREE mein unlimited Tunes!!
827,BZ-BTTUNE,"Dear User, You have successfully downloaded Generic Nametune as BSNL Tune. Dial 56700 for more songs."
828,BZ-BTTUNE,Thank You! for Recharging @Rs 118. Aapko milti hai FREE BSNL tune! Dial kijiye 56700 (TOLLFREE) aur ROZ SET kijiye FREE mein unlimited Tunes!!
829,BZ-INBSNL,"Dear Customer, ur a/c bal is Rs.0.00 & valid until 12-06-2023. pl ignore,if you have valid bundles,else recharge immediately .Dial *123# for details.To Recharge D/L MY BSNL APP or go to portal2.bsnl.in/myportal/quickrecharge.do"
830,VM-HDFCBK,HDFC Bank: Rs 60.00 debited from a/c **2346 on 25-05-23 to VPA ananthisubrmani333-1@okicici(UPI Ref No 314554116899). Not you? Call on 18002586161 to report
831,+917987101626,At crc 301
832,VD-HDFCBK,HDFC Bank: Rs 60.00 debited from a/c **2346 on 26-05-23 to VPA ananthisubrmani333-1@okicici(UPI Ref No 314696630846). Not you? Call on 18002586161 to report
833,+917987101626,workshop mei hu
834,+917987101626,No.?? 
835,7987101626,302 
836,+917987101626,Konsa khel rha h? 
837,VM-HDFCBK,HDFC Bank: Rs 60.00 debited from a/c **2346 on 27-05-23 to VPA ananthisubrmani333-1@okicici(UPI Ref No 314731601976). Not you? Call on 18002586161 to report
838,+917987101626,Ha
839,+917987101626,Bol
840,7987101626,Kha hai
841,+917987101626,ICSR
842,+917987101626,Hall 1
843,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
844,BZ-656700,"1 Mahine wali BEST offer! Jo deti hai 10 GB data,UNLIMITED calling,Free BSNL Tunes & Validity 30 days. Recharge today with BSNL plan 147 https://bit.ly/STV0147"
845,BZ-656700,"Bina Rukavat ke videos dekhein 2GB data/day ke sath. Recharge BSNL plan 269. Get Unlimited calls, 2GB data/day, FREE BSNL tunes and more! Validity 28 days."
846,VM-HDFCBK,HDFC Bank: Rs. 500.00 credited to a/c XXXXXX2346 on 01-06-23 by a/c linked to VPA 7415822208@ybl (UPI Ref No  315288419205).
847,BZ-656700,"NON STOP Online rahiye! BSNL ka plan 187 aapko dega 1.5GB/day, Unlimited calling, 100SMS/day aur Unlimited BSNL tunes with Validity 28 days. Recharge Now!"
848,BZ-656700,"Hum Lae hai EXTRA validity PACK!! Plan 107 main apko milegi 200 min calling, 3GB data aur BSNL Tunes Pure 35 Dino ke liye Recharge: https://bit.ly/STV0107"
849,BZ-655121,Excess Data PLUS Offer! 40 GB with BSNL STV151! Plus FREE! ZING! Music App Subscription! Validity 28 days. rcpt.in/stv_offers.php
850,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153. Get 1GB data/day, FREE calls, FREE BSNL tunes. Validity 26 days"
851,BZ-DOTKYC,Never respond to emails/embedded links in messages/calls asking you to update or verify KYC documents/User ID/Password/Debit Card Number/PIN/CVV/OTP etc. Immediately change your password/CVV/PIN if you have accidently revealed your credentials.
852,BZ-656700,"High Speed data 50 GB, Unlimited calls, 100 SMS/day, Unlimited BSNL tunes! Isse behtar kuchh milega? Aaj hi Recharge kare BSNL plan 247. Validity 30 days"
853,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
854,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls, 500mb data/day and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
855,BZ-655155,"बात करते रहिये,तभी तो लगेगा की दोस्ती में दम है,कॉल 5432156 MOBITECH"
856,BZ-656700,"70 din hain aapke paas enjoy karne ke liye! Kyunki BSNL STV 399 aapko dega 1GB data/day, Unlimited calls, 100 sms/day aur FREE BSNL tunes. Validity 70 days."
857,BZ-656700,"1 Mahine wali BEST offer! Jo deti hai 10 GB data,UNLIMITED calling,Free BSNL Tunes & Validity 30 days. Recharge today with BSNL plan 147 https://bit.ly/STV0147"
858,BZ-656700,"Bina Rukavat ke videos dekhein 2GB data/day ke sath. Recharge BSNL plan 269. Get Unlimited calls, 2GB data/day, FREE BSNL tunes and more! Validity 28 days."
859,BZ-656700,"Hum Lae hai EXTRA validity PACK!! Plan 107 main apko milegi 200 min calling, 3GB data aur BSNL Tunes Pure 35 Dino ke liye Recharge: https://bit.ly/STV0107"
860,BZ-656700,"NON STOP Online rahiye! BSNL ka plan 187 aapko dega 1.5GB/day, Unlimited calling, 100SMS/day aur Unlimited BSNL tunes with Validity 28 days. Recharge Now!"
861,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153. Get 1GB data/day, FREE calls, FREE BSNL tunes. Validity 26 days"
862,BZ-656700,"High Speed data 50 GB, Unlimited calls, 100 SMS/day, Unlimited BSNL tunes! Isse behtar kuchh milega? Aaj hi Recharge kare BSNL plan 247. Validity 30 days"
863,BZ-656700,"70 din hain aapke paas enjoy karne ke liye! Kyunki BSNL STV 399 aapko dega 1GB data/day, Unlimited calls, 100 sms/day aur FREE BSNL tunes. Validity 70 days."
864,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls, 500mb data/day and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
865,BZ-656700,"1 Mahine wali BEST offer! Jo deti hai 10 GB data,UNLIMITED calling,Free BSNL Tunes & Validity 30 days. Recharge today with BSNL plan 147 https://bit.ly/STV0147"
866,BZ-BSNLWZ,"Dear BSNL user, to get better quality, coverage and high speed data services, please use BSNL SIM in slot 1 of your Mobile set. Thank you, Team BSNL."
867,VK-RBISAY,अपने फोन/ डिवाइस पर कोई भी अनजान एप डाउनलोड न करें। ऐसा एप आपके गोपनीय डेटा को गुप्त रूप से प्राप्त कर सकता है। -RBI
868,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
869,BZ-656700,"Bina Rukavat ke videos dekhein 2GB data/day ke sath. Recharge BSNL plan 269. Get Unlimited calls, 2GB data/day, FREE BSNL tunes and more! Validity 28 days."
870,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
871,BZ-DOTKYC,"""""""यदि आपके पास केवाईसी दस्‍तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्‍या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्‍यापित करने संबंधी कोई ई-मेल/मैसेज में एम्‍बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्‍तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्‍काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
"""""""
872,BZ-656700,"NON STOP Online rahiye! BSNL ka plan 187 aapko dega 1.5GB/day, Unlimited calling, 100SMS/day aur Unlimited BSNL tunes with Validity 28 days. Recharge Now!"
873,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
874,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
875,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
876,AY-AIRTEL,90% Alert: You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
877,AY-AIRTEL,90% Alert: You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
878,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
879,BZ-656700,"High Speed data 50 GB, Unlimited calls, 100 SMS/day, Unlimited BSNL tunes! Isse behtar kuchh milega? Aaj hi Recharge kare BSNL plan 247. Validity 30 days"
880,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
881,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
882,BZ-655121,Challenge! Use 40 GB DATA in 28 days! Avail 40 GB of data & FREE! ZING! Music App Subscription. https://bit.ly/43AJIC1
883,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls, 500mb data/day and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
884,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
885,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
886,BZ-BSNLWZ,"Dear Customer, your account validity  is expiring soon and all your services will be BARRED. For uninterrupted services, you can recharge through BSNL Selfcare App - https://mybsnl.page.link/Home Kindly ignore if already recharged -BSNL"
887,BZ-656700,"70 din hain aapke paas enjoy karne ke liye! Kyunki BSNL STV 399 aapko dega 1GB data/day, Unlimited calls, 100 sms/day aur FREE BSNL tunes. Validity 70 days."
888,BZ-BSNLGP,"Dear Customer, all your services will be BARRED soon, as validity expired. Kindly recharge today. Link for recharge - https://portal.bsnl.in/myportal/quickrecharge  Kindly ignore if already recharged -BSNL"
889,BY-DOTMPC,"अगर आपके पास कोई अंतरराष्ट्रीय कॉल आई है,जिसमे दर्शाया गया नंबर भारतीय है या कोई भी नंबर नहीं दर्शाया गया है, तो कृप्या इसकी जानकारी टोल फ्री नंबर 1800110420/1963 पर दें।"
890,BZ-656700,"Bumper Validity ke sath paye Unlimited calls, 2GB data/day, Unlimited BSNL tunes, 100 SMS/day aur FREE BSNL tunes. Recharge Plan 499. Validity 75 days."
891,BZ-651221,Fun unlimited with New Friends Dial 56000155
892,VK-RBISAY,"यदि आपने लेन-देन नहीं किया हो और आपको आपके खाते से डेबिट हेतु ओटीपी प्राप्त हो, तो तुरंत अपने बैंक/ ई-वॉलेट को सूचित करें। -RBI"
893,BZ-656700,"1 Mahine wali BEST offer! Jo deti hai 10 GB data,UNLIMITED calling,Free BSNL Tunes & Validity 30 days. Recharge today with BSNL plan 147 https://bit.ly/STV0147"
894,BZ-656700,"Bina Rukavat ke videos dekhein 2GB data/day ke sath. Recharge BSNL plan 269. Get Unlimited calls, 2GB data/day, FREE BSNL tunes and more! Validity 28 days."
895,JX-HDFCBK,HDFC Bank: Rs. 100.00 credited to a/c XXXXXX2346 on 16-06-23 by a/c linked to VPA 7415822208@ybl (UPI Ref No  316744804127).
896,BZ-655121,"Recharge with new STV186 and enjoy unlimited data with speed reduced to 80Kbps after 1GB/day along with Hardy Mobile Games, BSNL tunes for 28 days."
897,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153. Get 1GB data/day, FREE calls, FREE BSNL tunes. Validity 26 days"
898,AD-AIRSLF,"Congratulations! Unlimited 5G data with Airtel 5G Plus is now active. You will be able to experience up to 30X faster speeds in 5G network areas only. To check if you are ready to experience 5G, click i.airtel.in/New5G"
899,AY-AIRINF,Your one time password(OTP) is 798216. Please do not share this with anyone.
900,JD-ADHAAR,"OTP for Aadhaar (XX2589) is 616844 (valid for 10 mins). To update Aadhaar, Upload documents on myaadhaar.uidai.gov.in or visit Aadhaar Center. Call 1947 for info. -UIDAI"
901,JD-ADHAAR,"OTP for Aadhaar (XX2589) is 674272 (valid for 10 mins). To update Aadhaar, Upload documents on myaadhaar.uidai.gov.in or visit Aadhaar Center. Call 1947 for info. -UIDAI"
902,BZ-655121,"Recharge BSNL STV499! U/L calls + U/L Data (2GB/day) + 100 SMS/ day with BSNL tune, Zing! & GAMEIUM app. Validity: 75 days. rcpt.in/stv_offers.php"
903,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
904,AY-AIRTEL,90% Alert: You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
905,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
906,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
907,AY-AIRTEL,90% Alert: You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
908,AY-AIRTEL,100% ALERT: You have consumed 100% of your daily high Speed Data limit. Track usage or buy data pack on Airtel Thanks App i.airtel.in/Get-Data
909,VD-HDFCBN,"Dear Mohd, We value your loyalty! Discover the perks of our special Freedom credit card for esteemed HDFC Bank customers like you. Check Now: hdfcbk.io/a/xoAEAwEn T&C"
910,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
911,AX-HDFCBN,"Dear Mohd, As an appreciation for being an HDFC Bank customer, you can take advantage of new Credit Card without documentation.
Check here: hdfcbk.io/a/MN2o2NWK"
912,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
913,AY-AIRTEL,आपके हैंडसेट पर आपने 2G /3G स्पीड को चुना है। Airtel डाटा स्पीड का आनंद लेने के लिए अपने SIM को Slot-1 में डालें और मोबाइल नेटवर्क में LTE/Auto ऑप्शन का चुनाव करे।
914,BH-ADHAAR,"OTP for Aadhaar (XX2589) is 818367 (valid for 10 mins). To update Aadhaar, Upload documents on myaadhaar.uidai.gov.in or visit Aadhaar Center. Call 1947 for info. -UIDAI"
915,JX-HDFCBN,"Dear Mohd, thank you for banking with HDFC Bank.
You are now eligible for an HDFC Bank Credit Card without documentation.
Check here: hdfcbk.io/a/Yy0qnAW8"
916,503501,[realme]287962 is your verification code. It expires in 5 minutes. Don't share it with anyone.
917,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
918,AD-HDFCBK,681055 is your OTP to set your HDFC Bank 4 Digit Login PIN. NEVER share OTP Not you?Call 18002586161
919,AD-HDFCBK,"Congratulations!   
You've successfully registered your device for using HDFC Bank Mobile Banking App on 12-07-2023,19:21.    
Device Name: realme RMX3031 13 TIRAMISU  
Not you? Call 18002586161 "
